date,rating,review,year,month,weekday
2025-07-19,6,liked alien things uninterested whole movie ngl robert pattinson slayed though,2025,7,5
2025-07-23,8,le concept est vraiment bien,2025,7,2
2025-07-21,9,eu achei incrvel,2025,7,0
2025-07-23,4,huh,2025,7,2
2025-07-21,10,eu como 90 das pessoas assisti esse filme pelo mnage com os dois robert pattison,2025,7,0
2025-07-23,9,n dou 5 estrelas pq final foi meio meh,2025,7,2
2025-07-22,6,mhh,2025,7,1
2025-07-22,8,shit entertaining hell pretty much checks right boxes yeah flawed seriously expected another parasite youre child think stand test time sure,2025,7,1
2025-07-23,4,expected lot received little worst part movie explains every plot turn like five year old paired never ending narration top villainy story becomes quickly annoying rather entertaining,2025,7,2
2025-07-22,6,robert cool thats abt,2025,7,1
2025-07-22,9,stop feeling guilty ok happy,2025,7,1
2025-07-22,8,era meu sonho dois roberts pattinsons pra mim um doido e um coitado,2025,7,1
2025-07-22,7,passei filme todo pensar naquela musica oh mickey youre fineee,2025,7,1
2025-07-22,4,historia aburrida casi quedo dormido slo porque el protagonista es pattinson la odio,2025,7,1
2025-07-22,5,trump bad,2025,7,1
2025-07-22,6,imagina casi follarte dos robert pattinsons esa fotocopiadora era tan mala tbh,2025,7,1
2025-07-22,7,fun performance pat,2025,7,1
2025-06-29,6,decent film interesting acting performance sure super corny times quite expecting trailers film could watch without feeling agrieved,2025,6,6
2025-07-21,8,dragged bit fuck heavy,2025,7,0
2025-07-23,8,gustaria saber qu se le pasa por la cabeza bong joon ho,2025,7,2
2025-07-22,7,pattinson um atorzasso,2025,7,1
2025-07-22,6,tinha um potencial de crtica muito forte mas senti que teve um medo meio processo e potencial sumiu,2025,7,1
2025-07-22,6,bem caracterstico direitor esse mix de gneros um final aconchegante totalmente avesso seu comeo,2025,7,1
2025-07-22,5,feels like movie never finds footing much trying say ended rushing themes absolutely hated narration,2025,7,1
2025-07-22,8,unique combination comedy starship troopers level satire political systems genuinely good story robert pattinson phenomenal actor cute digress really brings movie life spoilers go watch movie go without expectations happy watched movie,2025,7,1
2025-07-22,5,pattinson best mickey 17 needs die get reprinted,2025,7,1
2025-07-22,8,pretty good slightly odd overall good movie,2025,7,1
2025-07-22,8,esse filme meme cavalo,2025,7,1
2025-07-23,2,une toile pour le gros chque que joon ho russi se faire sur le dos de ces yankees imprialistes en change du pire film de sa carrire,2025,7,2
2025-06-29,8,hits beats bong joon ho movie barely veiled sociopolitical commentary tonal whiplash laugh loud funny deep discomfort sudden shocking violence mickey 17 well thought scifi intriguing premise outstanding performances everyone involved especially robert pattinson sorta dual role mark ruffalo playing space trump,2025,6,6
2025-07-22,2,ts boring took two days kinda finish sorry,2025,7,1
2025-07-22,10,dont even know say good,2025,7,1
2025-07-22,7,trump verso gostoso,2025,7,1
2025-07-22,6,surpreendeu positivamente aborda questes atuais de forma muito inteligente porm achei muito grande e com um ritmo um pouco cansativo mas valeu experincia,2025,7,1
2025-07-22,6,meio que robert pattinson,2025,7,1
2025-07-22,10,ni si quiera saba de que se trataba est pelcula tena idea de que esperar pero recomendada una historia muy interesante algo que e visto poco,2025,7,1
2025-07-22,8,bao gostei,2025,7,1
2025-07-22,8,pretty fun comedic film enjoyed first half lot last still worth watch,2025,7,1
2025-07-22,8,really enjoyed surprised wasnt rated higher average,2025,7,1
2025-07-22,10,gooooood q buena historia,2025,7,1
2025-07-22,4,filme maconhado,2025,7,1
2025-07-23,7,chef doeuvre effets vfx de qualit et adaptation trs bonne le scnario adapt garde toute sa gravit et sattache trs vite aux personnages je recommande seulement pour les personnes qui aiment ce genre de film sf fantastique etc,2025,7,2
2025-07-23,6,surcot,2025,7,2
2025-03-22,8,ohh forgot review one saw bit ago hollywood theatre thought would similar moon managed something different similar concept also someone enjoyed snowpiercer micky 17 gave similar vibe boldly silly dealing heavy topics like labor exploitation thought pattinson great job playing mickeys loved idea every iteration slightly,2025,3,5
2025-03-28,8,fun movie robby p sure act,2025,3,4
2025-07-23,8,robert pattinson uses everything real voice accent,2025,7,2
2025-07-22,7,35 stars tottenham references,2025,7,1
2025-07-22,8,rob wrong,2025,7,1
2025-07-22,8,need creepers plushie form rn cute,2025,7,1
2025-07-22,2,bit ambitious get lost trying realize visions,2025,7,1
2025-07-22,10,ok la acabo pero pasara lo mismo por maltratar una rata ya ahorita la trama est llamando mucho la atencin promete mucho solo hay que ver si sigue asi cool te amo robert pattinson,2025,7,1
2025-07-22,7,movies weirddds,2025,7,1
2025-07-22,9,weird loved,2025,7,1
2025-07-22,7,started slow picked half hour really funny really enjoyed towards end,2025,7,1
2025-07-22,8,mickey 17 favorite,2025,7,1
2025-07-22,10,ugh love trump style politician cult like following right red hats,2025,7,1
2025-07-22,8,watched bf unexpectedly really good lowk went blindly robert pattinson good actor wait fell asleep end movie long asf,2025,7,1
2025-07-23,2,je viens de voir mickey17 et cest une grosse dception bong joonho aprs parasite bon film mais largement surcot se lance dans la sf hollywoodienne le rsultat est froid artificiel et surtout profondment dsincarn exit les acteurs corens casting full amricain avec robert pattinson en tte daffiche sur le fond pourquoi pas mais trahit ce qui faisait la richesse du cinma de bong une identit culturelle forte des performances brutes ancres dans le rel le pitch avait du potentiel,2025,7,2
2025-07-22,9,amo poligamia e criticas ao capitalismo,2025,7,1
2025-07-22,7,lowkey freaky,2025,7,1
2025-07-22,8,zoco icon legend moment unique concept ate,2025,7,1
2025-07-23,8,funny original,2025,7,2
2025-03-16,8,literally means witness loved ones death still love dragging parts still somewhat enjoyable funny robert pattinson great mickey naomi ackie sexy hell,2025,3,6
2025-07-23,6,aprs tout le monde,2025,7,2
2025-07-22,8,really makes think far humans go advancement,2025,7,1
2025-07-21,7,um bom filme consegue ser divertidinho e isso precisa de muito mais,2025,7,0
2025-07-22,8,feels really weird hating mark ruffalo,2025,7,1
2025-07-22,7,movie entertaining creative robert pattinsons lead performance eclectic surprising broad supporting cast works well felt little disappointed last hird movie sidelined themes responsed,2025,7,1
2025-07-22,9,actually interesting,2025,7,1
2025-07-23,8,un superbe concept qui aurait mme pu tre meilleur aprs parasite javais videmment de grosses attentes concernant ce film mais javoue quil surpris dans un registre bien diffrent suit ici mickey barnes dans un univers futuriste jadore la manire avec laquelle le film questionne sur la colonisation spatiale mais aussi sur lidentit ou mme diffrents problmes thiques parfois moins complexe je pense dailleurs que cest le premier dun film de sciencefiction de ce genre la performance de,2025,7,2
2025-07-22,8,huge ass dust mites,2025,7,1
2025-07-22,10,foda pra caralho irmo,2025,7,1
2025-07-22,9,viva comunismo,2025,7,1
2025-07-23,8,another one classic bongjoonho every movie scare us way afraid less good movie always gets us real,2025,7,2
2025-07-22,8,movie unexpected many ways premise intriguing satirical elements spot idea aliens touched heart loved creepers much especially mama like elephants met pillbugs hung armadillo chefs kiss,2025,7,1
2025-07-22,8,naomi ackie love,2025,7,1
2025-07-22,7,mickey mouse clubhouse,2025,7,1
2025-07-22,8,engraado zuretisse desse filme atuao pattinson bem explorada ao interpretar 2 versoes mesmo personagem apesar de ser nada muito complexo,2025,7,1
2025-07-23,8,sujets trs intressants,2025,7,2
2025-05-26,6,otro director que cae en la maldicion del cheque en blanco despues de los oscars es interesante como concepto si pero es taaaaan preachy que pareciera que trata de tonta mark demostr valenta rango al hacer este tipo de personaje en poor things pero esto ya se siente siento agotado cringy around,2025,5,0
2025-07-18,8,rewatch friends watching snowpiercer makes appreciate new things movie,2025,7,4
2025-07-22,8,tentei ser cult e compreender mensagem filme porm ao meu ver se tratava sobre capitalismo e abuso que ele oferece sei se filme se trata disso porem gostei das atuaes e forma como voc fica envolvido com os mickeys e indignado com toda trama,2025,7,1
2025-07-22,7,onde eu consigo ser um descartvel pra fugir das dvidas,2025,7,1
2025-07-22,6,entendo nasha eu tambm teria issa ideia se tivessem dois robert pattinsons na minha frente,2025,7,1
2025-07-22,7,si robert pattinson es el protagonista se sabe que ya hay algo bueno en la pelcula est es la excepcion,2025,7,1
2025-07-22,7,foi algo,2025,7,1
2025-03-11,7,found interested front halfs exploration expendables multiples dynamic bigger blockbuster finish involving creepers somewhat shallow yet welcome political commentary capitalism despite bong joon hos quirks sincerity make whole experience refreshing love every facet every version parts unknown shameful others shits real,2025,3,1
2025-07-22,9,micky 18 shouldve survived,2025,7,1
2025-03-17,7,en resumen mickey es un panoli la novia le pone hacer tros con gemelos lo cual perturba bastante pd el donal tramp ese podre que meten es mas tonto que pichote,2025,3,0
2025-07-22,8,nico excelente filme muito divertido voc morre mas precisa trabalhar dia seguinte excelente reflexo das expectativas patro mdio brasileiro mesmo que proposital fbs queria ver esse e acabou que gostei bastante robb decepciona n s2,2025,7,1
2025-07-22,7,love toni collette working sauce cookbook everyone else trying colonize space,2025,7,1
2025-07-22,8,bon film trs catchy jai bien aim je conseille,2025,7,1
2025-07-22,8,ok initially sure movie going political egomania adventured really took film another level conjunction elevating themes visuals notably outstanding especially robert pattinsons missions per se bong joon ho deserves flowers impeccable casting mark ruffalo within sociopath politician role wife toni colette unreal duo course robert pattinson surprised role nailing personality 2 different characters quite well thats two cents worth,2025,7,1
2025-07-22,8,definitely throws dig someone perfect time criticizing capitalism extreme richness dictatorships mark ruffalo reminded american spoiled ignorant guess expected something totally different made laugh think,2025,7,1
2025-07-22,7,man 18 hot asf,2025,7,1
2025-07-22,7,dont like 17 dont deserve 18,2025,7,1
2025-07-22,7,intressant koncept som ocks gr lite narr om en viss person dagens samhlle pattinson gr ett grymt jobb sin roll,2025,7,1
2025-07-22,7,fun watch,2025,7,1
2025-07-22,8,doido e divertido na medida certa dentrooooooo cinema,2025,7,1
2025-07-16,7,cool concepts plot generic,2025,7,2
2025-07-22,6,like abstract scifi attempts stories think falls short paying characters story yet performance works well,2025,7,1
2025-07-22,6,pattinson unreal pretty mid though,2025,7,1
2025-07-22,7,fun odd honestly pretty original movie brings unexpected emotions making sure good time great watch id recommend anyone looking movie night confused laughs something little different know im little late know say slow steady,2025,7,1
2025-07-22,6,robertnaomie chemistry chemistrying,2025,7,1
2025-07-22,6,pelo roteiro deveria ser melhor um filme ruim mas poderia ter sido mais bem desenvolvido perdeuse um pouco tema central filme e encheu de informao,2025,7,1
2025-07-22,6,wished first half good second half kind dragged,2025,7,1
2025-07-22,6,robert pattinson loves quirky american accent,2025,7,1
2025-07-22,10,esse diretor ama criticar sistema os ricos e classes sociais e eu amo ele por isso,2025,7,1
2025-07-22,5,uninteresting goofy tone really didnt appeal,2025,7,1
2025-07-22,8,eu gostei bastante mas esperava um final melhor achei q plot seria outro mas gostei bastante achei fofo os rastejadores e esperava q 18 ficasse vivo,2025,7,1
2025-07-22,8,mickey 17,2025,7,1
2025-07-22,8,eu achei comeo bem melhor tava esperando um plot diferente acho q final ficou bem generico porm eu gostei bastante e achei mt fofo os rastejadores queria q 18 tivesse ficado vivo,2025,7,1
2025-04-22,6,business long imo incredible acting tho,2025,4,1
2025-07-21,4,fui influenciada por el gif de twitter la verdad una porongaaaaaa falta una hora todava paran de salir gusanos en la pantalla esto es una mierda,2025,7,0
2025-04-19,9,1720 pour ce film je trouve le personnage principal est trs attachant et lhistoire est drle et originale sans quon puisse prvoir la fin revoir,2025,4,5
2025-07-22,9,trump voice really adds movie,2025,7,1
2025-07-21,8,muito divertido,2025,7,0
2025-07-22,7,cuki olyanok mint tacskok,2025,7,1
2025-07-23,7,,2025,7,2
2025-07-22,7,love mickey 18 wish couldve come back funny detail creepers also capable bluffing,2025,7,1
2025-07-22,9,wilhelm scream,2025,7,1
2025-07-20,5,biggest gripe mickey7 edward ashton book mickey 17 adapted lot happens within story book character conversing world building even late book mickey 17 removed lot filler material made decision make many changes almost different story entirely still lot happens big theme book theseuss,2025,7,6
2025-07-22,8,trump ta diferente,2025,7,1
2025-07-22,7,sympa facile mais fait du bien,2025,7,1
2025-07-22,7,enjoyable film mark ruffalo underrated didnt really get much one dimensional,2025,7,1
2025-07-22,9,drown others die thirst,2025,7,1
2025-03-23,2,2020 called want movie back,2025,3,6
2025-07-23,7,get voice many things,2025,7,2
2025-07-22,7,buffaloen er jo bare fed fler den film prver fortlle os noget hmmmmm,2025,7,1
2025-07-22,9,still always everytime tremendo peliculn si bien el ritmo es llevadero te aburris en ningn momento que pasen cosas distintas cada rato es como que te satura por eso mismo cuando faltaba una hora para que termine preguntaba qu ms poda llegar pasar siendo que la pelcula ni siquiera haba llegado su pico tiene el factor de crtica social muy presente pesar de ser en un escenario distopico se puede relacionar con muchos hechos de la realidad,2025,7,1
2025-07-22,6,oh mon dieu le remplaable cest multipli ils sont trs dangereux il faut aller les arrter avant quil ne soit trop tard toute la clique arm jusquau dent se dplace pour tuer tous les multiplis il entre dans leurs cachette arrtez vous bande denf ils saperoivent que louis 14 louis 15 louis 16 et louis 17 forniquent depuis un bon bout de temps voil cest un film qui claque fait tout lui apprendre ce coren,2025,7,1
2025-07-22,7,lel q pare la ciencia,2025,7,1
2025-07-22,6,un bong joonho lamricaine des ides mais beaucoup beaucoup trop dides,2025,7,1
2025-07-22,10,absolutely loved film break heart times tho lol,2025,7,1
2025-07-22,8,keep twin movies puuuhlease,2025,7,1
2025-07-22,8,robert pattinson eh muito bom fingindo ser um fudido miservel,2025,7,1
2025-07-22,9,two bad bitches damn time,2025,7,1
2025-07-22,6,good movie,2025,7,1
2025-07-22,10,maternal instincts came baby creepers,2025,7,1
2025-07-22,6,good movie,2025,7,1
2025-07-22,10,need nasha bad mickey 18 time,2025,7,1
2025-07-22,9,rewatch switch,2025,7,1
2025-07-23,9,theyre us coded,2025,7,2
2025-07-22,6,weeeeeeell,2025,7,1
2025-07-22,10,,2025,7,1
2025-07-22,9,abit like scifi princess mononoke except youre thinking robert pattison usual,2025,7,1
2025-07-22,4,chuj wie co chodzio,2025,7,1
2025-07-22,10,sinnsykt bra mega slay fantastisk kaos,2025,7,1
2025-07-22,8,vil gerne robert pattinson fortller mig en godnat historie med den stemme imens jeg ligger min seng et koldt vrelse en sommer aften vinduet lige knkket nok til der kommer en frisk brise ind og jeg kan hrer fuglenes samtale robert lser hjt imens jeg sparker mine sm fdder dynen glde,2025,7,1
2025-07-22,10,thought movie going boring watched bc robert pattinson good rob look amazing need rewatch soon,2025,7,1
2025-07-22,8,ele estava tentando seu melhor e todo mundo foi tao mal com ele,2025,7,1
2025-07-22,5,horrible trump impression mark,2025,7,1
2025-07-22,8,good movie good see something new cinemas new story told told loved way main character narrates movie throughout lets ys involved movie,2025,7,1
2025-03-15,9,banging year films cinema films 910 films nosferatu 1010 companion 910 brave new world 910 monkey 1010 film continues streak going mickey 17 great creative direction music fitted really well together also film darkly comedic makes engaging throughout especially combination footage moment monologues film also continues switch,2025,3,5
2025-07-22,7,random weird shift movie made towards end comedic tone kinda serious interesting hate hate hate hate villains scientist bitch wanted share mickey officer fake friend mickey mickey clone amazing badass concept mickey could one feel pain die clone remebering every time kind,2025,7,1
2025-07-22,6,sympa film un peu chelou mais drole et original bon film de samedi soir,2025,7,1
2025-07-22,7,trs beau message et discours de fond trs trs bonne performance de robert patoche pour pas dire excellente mais jai du mal avec lexcution des vnements je ne saurais pas vraiment lexpliquer,2025,7,1
2025-07-22,8,wonder many people discovered selfcest film,2025,7,1
2025-07-22,9,expecting holy shit also kai katz hot fuck,2025,7,1
2025-07-22,6,kooky,2025,7,1
2025-07-22,6,suelen gustarme las peliculas que son resultado de una drogada masiva pero esta estuvo linda,2025,7,1
2025-07-22,7,idek man sure something,2025,7,1
2025-07-22,8,mark ruffalo went incredible hulk annoying boss job tries convince everyone teeth real clearly tell theyre fake one see work tell right away gonna good day,2025,7,1
2025-07-22,8,como fa da fka twigs fiquei beeem feliz de ver robert morrendo vaaarias vezes seguidas,2025,7,1
2025-07-22,8,como fa da fka twigs fiquei bem feliz em ver robert morrendo vaarias vezes,2025,7,1
2025-07-22,9,mickey barnes aps problemas com agiota obrigado fugir da terra para isso aproveita um programa de colonizao espacial onde ele ir atuar como um descartvel mas sequer l contrato com detalhes de sua funo agora ele se torna uma espcie de cobaia de testes mortais sendo sempre clonado aps morrer cada novo clone mantm suas memorias e personalidade que levanta questes existenciais ao longo da trama esse segundo filme bong joonho que assisto,2025,7,1
2025-07-22,4,cul es la necesidad de hacer stas pelculas,2025,7,1
2025-07-22,6,interesa mucho el enfoque de los humanos reciclados el ghost shell digamos pero da pereza ver otra vez que somos malsimos como especie que lo somos pero ya hecho okja,2025,7,1
2025-07-20,7,si pero,2025,7,6
2025-07-22,8,really solid black comedy thought casting great robert pattinsons accent flipping grating,2025,7,1
2025-03-12,7,liked man either way pretty good,2025,3,2
2025-07-22,6,bien aim dans lensemble la performance de mickey est de nasha,2025,7,1
2025-07-22,8,ta pra nascer uma mais passiva,2025,7,1
2025-07-22,6,enjoyed first half film felt like lost way towards end,2025,7,1
2025-07-22,8,robert pattinson,2025,7,1
2025-06-18,10,ok gzeldi aslnda kar istedii 3ly yapamad ama olsundu,2025,6,2
2025-07-22,9,ykw yeah fuck fucking bullshit,2025,7,1
2025-07-22,8,robert pattinson killed twilight real actor love range amazing accent annoying yet lovable bong joon ho mastermind savant generation filmmakers,2025,7,1
2025-07-22,8,way better expected,2025,7,1
2025-07-22,9,mickey 17 one favorite robert pattinson movies loved got cloned 2nd copy good cop bad cop angel devil scenario,2025,7,1
2025-07-22,6,bastante entretenida tampoco es peak del cine nuevo pattinson desbloqueado,2025,7,1
2025-07-22,5,donald trump stuff needed least bit subtlety thought,2025,7,1
2025-07-22,6,mickey nice movie fun,2025,7,1
2025-07-22,4,meh robby ps performance good parts confusingi wonder movie lots characters overdone dont get,2025,7,1
2025-07-23,6,kissmickey 18marrymickey 17 killdonald trump,2025,7,2
2025-07-21,10,absolutely loved worth watch laughing absolutely hating mark ruffalo,2025,7,0
2025-07-22,7,liked mickeys different personalities,2025,7,1
2025-07-22,8,vraiment cool et original ce film est drle et spectaculaire je lirai le livre dont le film est inspir une suite nest pas ncessaire mais vu que le livre en cela peuttre intressant,2025,7,1
2025-07-22,2,seksten baka ey yok iren,2025,7,1
2025-07-22,5,like edge tomorrow wes anderson style,2025,7,1
2025-07-22,4,movie makes starship troopers feel subtle,2025,7,1
2025-07-22,6,interesting premise enjoyed watching film somehow didnt click much mid good way guess,2025,7,1
2025-07-22,5,es para mi lo siento pero al menos se agradece que sea diferente se arriesgue,2025,7,1
2025-07-22,8,otro peliculon de bong impecable actuacin de robert pattinson del cast que lo acompaa sinceramente una trama muy alejada del estilo realista de este director pero totalmente alarmante e interesante muy muy pero muy top,2025,7,1
2025-07-20,6,pepomingo n25 esperaba ms,2025,7,6
2025-07-22,10,putisimo peliculon,2025,7,1
2025-07-22,8,divertida solo quiero ser un gusano mamut extraterrestre,2025,7,1
2025-07-22,9,second watch enjoyed every second,2025,7,1
2025-06-05,5,everything wouldve loved doesnt work,2025,6,3
2025-07-22,10,ok also want two robert pattinsons,2025,7,1
2025-07-22,8,g u aa uuuuu es heavy esta peli ha encantado sisisisisisissi robert lo que eres,2025,7,1
2025-03-15,6,liked think somewhere edit might 35 star movie couldve easily 20 minutes shorter least ended different way sort felt like bong didnt know go storywise great concept,2025,3,5
2025-07-22,8,uma ilustrao de como seria se trump fosse para espao e como se sacrificar por algum uma atitude punk demais illustration would like trump went space sacrificing someone punkest thing ever,2025,7,1
2025-07-22,5,great concept held first two acts lost eventually mark ruffalo toni collette hilarious though,2025,7,1
2025-07-22,6,fun movie interesting plot end felt lackluster,2025,7,1
2025-07-22,9,,2025,7,1
2025-07-22,9,cool robert cool,2025,7,1
2025-06-11,8,kjartan work whos moving away came day asking excited seen movie seen dying talk ill miss guy,2025,6,2
2025-07-21,8,think really like really wish mark ruffalo wasnt strong trump impression film obvious enough already,2025,7,0
2025-07-22,4,je nai pas vu les 16 premiers du coup je nai pas vraiment apprci,2025,7,1
2025-07-22,7,funny poignant could definitely stuck landing little better like 75 way biting criticism becomes weird aliens making goofball characters feels like didnt commit hard enough anything,2025,7,1
2025-07-22,8,hummmm sayit great movie strangeeeeee anyway liked,2025,7,1
2025-07-22,8,everyone aspires nasha naomi ackie always serves every performance,2025,7,1
2025-07-22,7,diretor espetacular mais uma vez chega aos ps absurdo filme parasita mas eles devem ser comparados mickey 17 possui uma filmagem espetacular uma trilha sonora muito boa um roteiro muito bem escrito uma direo digna de quem fez tava desenvolvendo demais mas fds ta ai flime pika,2025,7,1
2025-07-22,8,sal del cine con ganas de 2 novios,2025,7,1
2025-07-22,8,nasha husband robert pattinson boyfriend robert pattinson world god nasha amazing woman need naomi ackie,2025,7,1
2025-07-22,7,sigh opens ao3,2025,7,1
2025-07-22,8,id also enjoy company two robert pattinsons,2025,7,1
2025-07-22,9,cant hate robert pattinson,2025,7,1
2025-07-22,7,es de lo mejor de pattinson entiendo el concepto que usaron pero mi parecer siento que supieron usarlo personalmente creo que es buena peli pero la volvera ver tiene buenas escenas de todos modos por cierto buena actuacin de pattinson ya que tiene que tener mas facetas,2025,7,1
2025-07-22,8,rato,2025,7,1
2025-07-22,8,encanta ver edward ser cullen en sus mltiple facetas,2025,7,1
2025-07-23,10,bong joonho right america looks like rest us,2025,7,2
2025-07-22,8,long 17 mickey,2025,7,1
2025-07-22,10,eu simplesmente amei volta mickey 18,2025,7,1
2025-07-22,7,javoue je ne sais pas trop comment faire critique mickey 17 est un condens de tout ce qui fait la russite de la filmographie de bong joonho la satire politique plus que jamais non dguise saccorde bien avec le fond sciencefiction il de vraies bonnes ides soutenues par une narration soigne jai beaucoup aim la longue introduction avec robert pattinson en narrateur la scne absolument lunaire et poilante du dner le concept original,2025,7,1
2025-07-22,8,gusta como se llevo acabo la trama,2025,7,1
2025-03-20,4,desperdiciaron una buena idea,2025,3,3
2025-07-22,8,love mickey barnes,2025,7,1
2025-07-22,7,le concept est mortel le personnage principal est fade et stupide mais cest la tout lintrt plutt cool voir,2025,7,1
2025-07-22,8,thought robert patterson good job playing micky 18 outshined micky 17 played robert patterson,2025,7,1
2025-07-22,7,tica foi literalmente pro espao,2025,7,1
2025-07-22,6,two pattisons better one,2025,7,1
2025-03-09,7,full beautiful shots might halo effect bong joonho cant much wrong director plot id classifiy gamified adorable roberts acting perfection clearly memorable part film anamaria vartolomei god knows much cursed mickey refusing steam,2025,3,6
2025-07-22,6,mickey 17 que merda fumaram pra fazer esse filme muitos altos e baixos muitas verses mas todas igualmente loucas um bom filme,2025,7,1
2025-07-22,6,interesting concept loses momentum robert battinson good throughout steven yeun utilised,2025,7,1
2025-03-19,5,classic case trying many things didnt really anything well,2025,3,2
2025-07-22,8,robert pattinsons real piece sht one forms organic material,2025,7,1
2025-07-22,7,trump die 375,2025,7,1
2025-07-22,7,jams pens que podra caer tan mal mark ruffalo,2025,7,1
2025-07-22,7,never let know next move,2025,7,1
2025-07-22,9,fizeram gleen ser filho da puta,2025,7,1
2025-07-22,7,black girl made yuhhh,2025,7,1
2025-07-22,8,great cast,2025,7,1
2025-07-13,8,rpatz always incredible,2025,7,6
2025-07-22,8,extinction easy,2025,7,1
2025-07-20,7,sauce queen still aint got sauce,2025,7,6
2025-07-22,7,lowkey underwhelming love robert pattinson,2025,7,1
2025-03-25,8,robert pattinson excelente actuacin pero la de robert pattinson definitivamente se roba la pelcula,2025,3,1
2025-07-23,6,good start meh end,2025,7,2
2025-06-11,7,robert patterson talking weirdly,2025,6,2
